,total_cases
11584,551688.0
56900,26066.0
8254,645.0
57895,335.0
47455,32343.0
1019,745.0
4096,86016.0
39227,8197.0
54471,5.0
34333,494.0
45817,1885.0
7711,141.0
32577,8590.0
26924,733.0
6792,9462.0
27640,14238.0
51169,77417.0
57827,257.0
7111,1308.0
29722,16.0
46021,344157.0
15779,11183.0
31848,26.0
36913,16.0
2395,45326.0
23660,1802.0
43923,50.0
44905,27.0
46200,4249.0
51943,11526.0
42192,344713.0
47293,2428.0
26107,233342.0
1780,101.0
42381,27160.0
7463,4528240.0
26014,23510.0
37190,1.0
35447,216.0
23546,265003.0
19056,220020.0
57522,1662.0
2631,7035.0
16738,439.0
50374,1.0
28342,14446.0
3591,101.0
47155,1731.0
20289,184472.0
50560,13535.0
55983,425767.0
8584,83.0
886,58272.0
47877,5252.0
9416,23528.0
23476,27309.0
19192,2379718.0
2056,329043.0
58757,36.0
28176,88.0
18688,7301.0
21309,24.0
37321,11162.0
36818,90713.0
58091,1456.0
42853,183420.0
20011,1351.0
47083,338.0
57219,12.0
641,1.0
25475,413215.0
5361,500789.0
4427,490533.0
40134,30334.0
18280,18.0
53440,29.0
4606,143.0
4429,494209.0
50007,1928265.0
37695,64468.0
21801,1927.0
3774,7496.0
17743,2404.0
27892,270.0
16600,32585.0
38622,1172.0
56615,1527.0
54885,953.0
11587,581995.0
52470,9895.0
46239,8369.0
13054,3827.0
20605,11964.0
51899,6919.0
43262,308.0
20138,214871.0
34383,539.0
26898,60.0
36741,3195.0
22244,2362.0
45530,16.0
52763,509.0
44259,15.0
34818,15453.0
52110,446.0
15203,18.0
57148,4.0
57813,163.0
50810,1176.0
34329,491.0
53959,130.0
9815,631466.0
29049,72807.0
57896,342.0
17156,330.0
26673,696.0
33097,18.0
10524,860.0
36365,757.0
394,946.0
38680,1210.0
14662,16637.0
43555,658958.0
37170,1.0
21509,2743.0
45502,2723.0
5004,94609.0
19047,214011.0
8831,1.0
16101,1794.0
45996,333648.0
38485,253.0
50676,23316.0
18413,32.0
37436,132246.0
33431,426.0
2057,336802.0
47630,58130.0
52562,13300.0
13775,3444.0
58743,2.0
57370,27.0
23946,102.0
58648,2052.0
48347,16.0
58913,12639.0
56177,627082.0
6560,139141.0
16878,5028.0
25322,3143.0
18226,5.0
48587,3371.0
54201,884.0
4098,86347.0
58102,1514.0
55603,67621.0
51842,3877.0
1218,5872.0
41506,34260.0
18672,7198.0
55184,34833.0
1408,1000.0
20654,37014.0
33741,4.0
11217,84830.0
24537,611631.0
37890,1330.0
8204,2.0
54356,12479.0
56742,17306.0
16720,84.0
36446,5040.0
5681,5854.0
13715,1474.0
37958,1509.0
24346,28818.0
43421,81646.0
52676,509.0
40622,52571.0
3201,3.0
31971,10317.0
8212,33.0
24021,165386.0
4889,63270.0
33362,6120.0
37317,9026.0
32210,481.0
42811,74029.0
28715,123906.0
8108,24402.0
2473,132346.0
22733,2740.0
38869,12801.0
50488,9894.0
52624,480.0
1922,1795.0
32250,3045.0
17443,2080.0
26918,466.0
31668,6272.0
4841,29650.0
24281,1528.0
24855,721.0
39028,64996.0
40910,117300.0
11785,272.0
30383,662.0
43083,113646.0
28000,23873.0
31510,147997.0
45008,64.0
38964,56017.0
25350,16675.0
2076,524198.0
44855,12.0
20514,6.0
6007,3205.0
53001,3042.0
17601,32537.0
30614,51.0
23211,104435.0
33729,4.0
30921,79.0
55238,85023.0
42000,3094.0
34722,80.0
22705,146.0
6055,4.0
11218,84838.0
30121,726.0
1740,94.0
50173,2037.0
9814,623384.0
28204,703.0
20545,636.0
17729,1434.0
16447,1983.0
30482,1343.0
12460,33084.0
15683,145197.0
27002,16716.0
25936,10607.0
45395,727.0
15245,18.0
58301,18541345.0
10402,4936.0
48434,12.0
3192,374730.0
38575,1088.0
17522,4171.0
1454,3335.0
35421,179.0
9492,8.0
52705,509.0
25208,1092407.0
8253,641.0
51974,18.0
45381,722.0
8097,20833.0
29888,9758.0
3098,48896.0
54799,53.0
50033,1.0
51662,5.0
25968,16450.0
6822,17715.0
633,63971.0
31283,1604.0
44987,60.0
26499,995463.0
6961,114920.0
53195,4086.0
12262,6200.0
54902,1079.0
2940,15452.0
47495,44800.0
27430,4344.0
46461,4465.0
33800,6.0
56722,7806.0
14988,5396.0
12906,22963.0
35191,148.0
45072,84.0
50927,5275.0
58668,2063.0
236,40141.0
29541,1228.0
29520,1154.0
38255,1464.0
23813,3998.0
39489,8175.0
20553,1154.0
15911,115457.0
8599,144.0
47145,1635.0
26199,412398.0
26171,338389.0
54619,239622.0
45941,281456.0
9745,228366.0
24524,534266.0
2882,21.0
19589,22.0
45073,84.0
49735,126168.0
56645,1934.0
49363,50591.0
36048,8003.0
17326,1185.0
17769,4225.0
13973,10870.0
15861,69570.0
34063,12745.0
41643,671.0
16350,122609.0
38976,57724.0
53301,24.0
9088,297.0
19726,3555.0
47120,1249.0
40128,20941.0
25255,60.0
51405,30060.0
17881,6768.0
44972,57.0
17131,285.0
22106,990.0
38749,3057.0
51025,620.0
27915,715.0
51513,39627.0
590,37625.0
37177,1.0
32177,56.0
36996,1687.0
11881,484.0
37981,1544.0
6569,140612.0
27740,138455.0
46809,11.0
47905,16910.0
7965,2331.0
38033,1759.0
39386,77949.0
50829,2489.0
35904,32808.0
15977,173486.0
45470,1932.0
25685,25414.0
23940,39.0
48957,727595.0
41147,153.0
22187,2032.0
31094,119.0
9695,135757.0
4316,297083.0
4674,221.0
14639,13964.0
26598,73.0
8968,156.0
9982,3630.0
45355,704.0
21066,37196.0
11183,84123.0
8266,766.0
37532,128.0
16876,5028.0
21683,113543.0
11517,60217.0
49860,314362.0
43809,1209039.0
13880,1394.0
824,44494.0
8747,649.0
3275,3138.0
17996,1636.0
29531,1192.0
1753,95.0
51908,7635.0
14325,9355.0
30810,62907.0
49969,1594844.0
28006,27425.0
55684,149135.0
4876,58505.0
42485,79240.0
6608,144810.0
37857,5.0
5423,662694.0
54095,6135.0
11859,456.0
48098,1486.0
23996,42505.0
35024,1.0
34512,231770.0
16254,100557.0
20561,2074.0
21246,23.0
31820,45209.0
16042,221506.0
26398,247832.0
868,53584.0
45342,699.0
47296,2435.0
23985,21370.0
26118,289058.0
8078,17799.0
29989,123982.0
51428,30828.0
3280,3749.0
57564,9707.0
28525,2080.0
56933,43293.0
51205,85558.0
41553,66941.0
7140,2567.0
13429,5055.0
13697,1222.0
48889,615701.0
36292,20.0
42749,50410.0
25594,2121.0
55849,224813.0
57098,1.0
25838,71494.0
5079,212201.0
35326,853.0
43023,76588.0
53700,1212.0
1773,97.0
45414,759.0
19798,3770.0
47604,57941.0
54763,2194272.0
8520,3.0
9481,7.0
41435,2948.0
40087,972.0
23490,41732.0
4473,34.0
34129,332.0
17472,2395.0
50174,2039.0
39174,1898.0
51114,45363.0
15748,981.0
42703,36180.0
7274,151.0
46692,183437.0
2016,100166.0
1607,21.0
36373,903.0
17942,69.0
42220,399749.0
37372,26019.0
11588,590492.0
38915,39539.0
15660,130603.0
31346,1986.0
47621,58056.0
54266,1162.0
52170,487.0
5443,7.0
32899,2410.0
59192,5072.0
4643,185.0
46071,359749.0
497,9195.0
28190,250.0
10528,865.0
3664,898.0
37594,41973.0
44052,2062.0
30104,359.0
7433,3501975.0
28924,33296.0
50045,1.0
54178,312.0
19207,2584333.0
9395,22103.0
58021,1144.0
32360,5951.0
43020,71879.0
10518,854.0
21423,124.0
45993,332329.0
39941,91753.0
58956,15789.0
26549,2083689.0
23925,3.0
763,14272.0
2389,44461.0
30636,64.0
52607,170.0
31440,10949.0
37834,825249.0
6840,22258.0
34721,66.0
13587,767.0
34617,829396.0
27631,12067.0
7835,148.0
4820,10463.0
21050,23495.0
8507,7866.0
52645,509.0
20504,1814565.0
6412,4481.0
9759,280465.0
55786,1790.0
14817,14.0
31876,123.0
51720,70.0
16005,197391.0
50213,2839.0
15,8.0
21249,23.0
31746,9731.0
22796,7599.0
57815,188.0
3952,28410.0
33077,13660.0
42443,51791.0
27956,4797.0
47704,185.0
17533,4985.0
35285,573.0
28080,48790.0
20617,15834.0
50495,10316.0
2128,1173533.0
10139,3.0
37634,49295.0
31145,1109.0
722,7728.0
54004,629.0
33879,2984.0
36355,553.0
55958,338083.0
17333,1400.0
24474,328952.0
33405,107.0
24824,721.0
18790,14652.0
42197,356618.0
52798,509.0
23130,61769.0
8888,122.0
42582,1253957.0
55654,111437.0
26365,240436.0
2228,329.0
40148,54601.0
52397,7015.0
21996,12713.0
40647,73196.0
57527,2316.0
27609,5417.0
7878,157.0
32576,8587.0
16038,218385.0
36978,539.0
49956,1417709.0
26467,343770.0
49828,251789.0
7377,1228114.0
2010,80447.0
44688,26.0
52202,509.0
27690,96774.0
53397,27.0
10190,436.0
35335,1041.0
45225,356.0
30823,73602.0
1902,128.0
43049,101553.0
57658,85469.0
24102,2702681.0
36527,15866.0
16347,121089.0
28767,147775.0
39017,63173.0
6047,2.0
18996,185012.0
35725,324.0
19310,2955.0
50528,12211.0
49147,11078.0
6907,71956.0
9751,247916.0
38551,974.0
53447,29.0
12312,263.0
18130,87834.0
39846,23481.0
9114,345.0
28457,51965.0
944,98988.0
31481,74649.0
27399,1438.0
37739,122620.0
51770,394.0
27579,1091.0
6984,15.0
50953,5340.0
42548,861331.0
44187,6832.0
38745,2803.0
44288,15.0
28214,855.0
8062,15751.0
51442,31063.0
47634,58148.0
26058,85109.0
8559,15.0
57765,13.0
32911,2831.0
44981,58.0
59280,8610.0
13786,5100.0
34986,122685.0
37081,12293.0
22658,2.0
37367,23310.0
42120,103185.0
27066,39116.0
10204,1288.0
10807,35052.0
56639,1856.0
6765,3935.0
31813,43728.0
35713,324.0
25669,25231.0
3188,365768.0
47373,117.0
8031,10427.0
24796,721.0
21380,32.0
30436,1257.0
16568,27954.0
45119,225.0
42842,132616.0
36394,1557.0
59020,18716.0
54360,16114.0
26926,826.0
13733,1523.0
13965,10162.0
56320,6200241.0
54651,284943.0
9797,505741.0
41552,66481.0
25717,25929.0
34010,7700.0
22402,93.0
59185,4451.0
8463,2777.0
3925,14383.0
27738,138013.0
55816,90273.0
8730,597.0
21946,10634.0
37895,1409.0
1360,113.0
5950,2557.0
41911,997517.0
48888,613017.0
8884,122.0
4905,66213.0
15256,18.0
57467,165.0
35109,98.0
19748,3649.0
47007,184.0
46145,280.0
55834,173807.0
43270,1452.0
528,13391.0
52062,440.0
44427,19.0
2369,41495.0
12569,148688.0
44415,19.0
13412,4126.0
35399,41.0
11226,85071.0
31770,21147.0
7715,141.0
5024,115448.0
46611,32228.0
33071,13524.0
36930,16.0
48986,792299.0
47394,683.0
37304,3762.0
4597,132.0
46275,12559.0
44308,15.0
9470,1.0
20593,8297.0
19171,2117968.0
49354,41736.0
21507,2265.0
10652,1473.0
53265,23.0
47481,42095.0
50535,12682.0
40253,298025.0
16740,522.0
58907,11902.0
54350,8570.0
3909,8174.0
58207,3446844.0
18704,7423.0
19703,3067.0
15919,113206.0
2019,111146.0
54371,26899.0
567,23210.0
54294,1406.0
57481,285.0
57033,75094.0
4486,72.0
14404,11143.0
30279,5937.0
58473,1.0
48194,3702.0
23871,5564.0
47509,47912.0
52341,3424.0
35338,1070.0
25298,1574.0
25551,593541.0
11278,89933.0
13526,10900.0
28133,92853.0
55841,200616.0
11802,321.0
24146,6312584.0
15909,113767.0
36051,8224.0
7257,1.0
49573,2748.0
6574,141321.0
32668,10358.0
7803,147.0
24686,721.0
2526,9.0
24187,8636011.0
28391,18626.0
31704,6625.0
32269,4658.0
40724,1673.0
52253,600.0
32926,3719.0
55060,33973.0
39470,7463.0
34828,17814.0
33649,8924.0
14063,55464.0
27883,189.0
33044,12854.0
666,367.0
15739,28.0
21343,24.0
23434,5046.0
37651,50698.0
24709,721.0
45400,732.0
6762,3588.0
6615,145846.0
22441,159.0
37570,26710.0
44207,8848.0
49249,19400.0
6299,414.0
4179,330.0
39938,90222.0
22889,9127.0
41368,440.0
1832,139.0
44982,58.0
48317,2.0
11519,65633.0
2058,342154.0
53419,27.0
29674,23706.0
36533,16373.0
21303,24.0
52835,509.0
39107,14.0
14690,22881.0
29986,118705.0
12823,20257.0
27621,8969.0
42607,30.0
17866,6406.0
56997,68730.0
14732,46863.0
23016,1972.0
45431,994.0
47565,57406.0
13397,3408.0
7549,6927145.0
24945,23049.0
47502,45961.0
18932,22372.0
58499,106.0
642,3.0
58599,1911.0
57738,114230.0
19853,25.0
11043,615902.0
45189,21.0
20448,715693.0
4781,51.0
18242,16.0
6579,141867.0
44771,252.0
36491,12273.0
44698,27.0
34168,337.0
19739,3617.0
33289,3195.0
24243,10374932.0
4030,64499.0
13027,2258.0
58239,6519632.0
58844,1531.0
13056,4039.0
10060,9694.0
36776,37205.0
47110,969.0
12812,19882.0
46818,11.0
14455,14597.0
54119,6852.0
42017,6599.0
57821,240.0
55937,313392.0
33909,5985.0
17256,711.0
9630,107394.0
6336,767.0
39426,598.0
54142,7168.0
38796,70.0
4231,47153.0
22959,2.0
306,50886.0
9945,2071.0
18660,7112.0
57754,2.0
49813,246272.0
19479,9131.0
1924,1975.0
45585,713.0
20102,85952.0
55090,7.0
31098,127.0
24016,131423.0
58579,1734.0
22203,2149.0
27920,887.0
57588,23280.0
4301,257600.0
20754,49302.0
28109,77372.0
51210,86505.0
42145,205581.0
53507,31.0
22320,2447.0
10456,27.0
260,42463.0
28490,130.0
49618,3047.0
25772,33121.0
1091,855.0
6931,97317.0
21033,17444.0
26785,8274.0
30955,82.0
23465,17990.0
23526,165901.0
25409,150115.0
7292,6836.0
57274,12.0
50549,13407.0
25474,409358.0
13463,6479.0
35185,138.0
51803,1515.0
4676,222.0
2921,13806.0
35577,349.0
35017,149391.0
15419,5.0
38247,1118.0
46785,11.0
45329,699.0
42225,407838.0
38041,1793.0
28768,147979.0
2459,114383.0
56277,4035508.0
10547,886.0
8621,310.0
11158,83966.0
57632,65949.0
56281,4285457.0
50832,2761.0
56190,1000298.0
30262,2725.0
29529,1189.0
36282,10.0
5487,18.0
3338,27133.0
58290,15788459.0
27584,1615.0
6060,5.0
17776,4561.0
37116,13865.0
3841,210.0
7470,4717991.0
3691,2476.0
22151,1654.0
15290,24.0
4395,425353.0
38973,57242.0
34607,761665.0
12186,5089.0
35136,101.0
19394,8468.0
23142,67789.0
3339,27521.0
5212,59819.0
46739,4.0
50550,13437.0
18040,9147.0
35396,40.0
57258,12.0
10903,383902.0
55454,570.0
1999,52457.0
36649,261.0
14434,12310.0
16965,5236.0
20599,9910.0
31171,1635.0
45216,245.0
27898,343.0
23608,802.0
38515,770.0
22488,401.0
25198,975951.0
57621,55563.0
3465,93094.0
46790,11.0
58407,56385973.0
43665,242271.0
10363,4884.0
53342,24.0
28180,112.0
33522,675.0
23903,1.0
443,2893.0
52769,509.0
33740,4.0
11652,1074184.0
48797,24264.0
33593,2979.0
56243,2219943.0
12204,5156.0
13142,19932.0
25976,16607.0
55448,198.0
50455,5499.0
46124,67.0
32175,43.0
10529,866.0
19095,340499.0
16191,79254.0
36210,282336.0
6820,17029.0
47383,226.0
52197,506.0
35105,98.0
41406,1261.0
21256,23.0
3066,28372.0
40750,6532.0
33387,7687.0
49086,8413.0
20293,186109.0
29158,19.0
50648,21386.0
18907,57.0
59077,28.0
1934,3031.0
59017,18504.0
4694,242.0
7741,142.0
38294,3439.0
33637,7396.0
8272,796.0
27278,417.0
13942,9002.0
36007,3758.0
25037,209970.0
27498,198021.0
36534,16440.0
815,41068.0
52431,8379.0
47883,6021.0
1049,764.0
47948,95257.0
30164,1327.0
24373,57770.0
26562,2303263.0
16020,206257.0
35079,95.0
23453,9304.0
54645,274943.0
42816,78247.0
4617,158.0
908,75867.0
47844,2596.0
17488,2778.0
18677,7242.0
3535,24.0
10033,7526.0
7273,151.0
5651,3577.0
52132,451.0
30472,1336.0
14866,1331.0
33525,677.0
46420,21685.0
20505,1841228.0
947,99897.0
42161,257863.0
15100,5854.0
8303,899.0
1701,74.0
57973,1046.0
31457,29812.0
56,1027.0
730,9134.0
33746,4.0
16979,5286.0
29782,740.0
52179,488.0
40498,1815.0
22578,4074.0
53578,84.0
31126,598.0
41069,8.0
18781,12944.0
4960,74173.0
45878,89011.0
37132,15298.0
28242,1110.0
45600,729.0
47380,178.0
38501,662.0
32470,99.0
29764,663.0
54184,553.0
31688,7439.0
23246,119097.0
57776,16.0
56901,27047.0
1614,23.0
16292,105424.0
30175,1565.0
48827,118375.0
25360,30868.0
6764,3796.0
27467,53087.0
2366,40794.0
14235,937.0
53029,3151.0
30204,1947.0
52577,6.0
3996,46835.0
39842,18887.0
9488,7.0
40308,332993.0
29489,1088.0
3679,1798.0
17997,1805.0
19323,4229.0
28415,34295.0
28682,102441.0
17993,1257.0
40655,88004.0
55107,897.0
21354,27.0
55489,14163.0
38299,3672.0
9862,114.0
42060,19748.0
22485,389.0
5608,1606.0
11552,226373.0
29203,19.0
36700,356.0
40861,83754.0
55450,333.0
36572,10.0
24496,412784.0
22870,8976.0
47627,58116.0
20133,204003.0
2160,1447732.0
43132,125533.0
15768,7466.0
32692,18758.0
10489,545.0
42602,2.0
57689,97352.0
58032,1180.0
4830,19255.0
7694,141.0
41723,237156.0
48823,97302.0
7145,2921.0
15025,5522.0
29119,19.0
58156,132492.0
38057,1833.0
27873,59.0
26179,350271.0
2340,34001.0
25765,31192.0
2913,11524.0
43350,22415.0
27453,24926.0
50036,1.0
59043,29757.0
38995,60430.0
32283,5414.0
56644,1927.0
26974,14861.0
9394,21793.0
7207,9992.0
45945,287262.0
57186,11.0
35245,233.0
25058,262173.0
53727,1608.0
20942,3376.0
35051,49.0
7904,163.0
54483,2433.0
59339,19660.0
36903,16.0
39807,2903.0
39205,5106.0
6021,3304.0
33894,4948.0
52485,10493.0
40076,28.0
54778,1.0
20246,150648.0
56122,14.0
1669,26.0
58092,1465.0
45285,691.0
8176,190027.0
33706,2.0
5624,2196.0
49217,14203.0
49158,11441.0
20282,182196.0
43102,118575.0
7919,531.0
42923,8.0
54361,16114.0
31499,123889.0
16863,4996.0
34364,524.0
4861,47751.0
53501,31.0
46091,362878.0
10985,516582.0
29829,1536.0
10679,1655.0
25857,76776.0
47368,102.0
41241,597.0
45880,93157.0
43147,128603.0
11805,328.0
41037,7.0
48429,7.0
9649,115115.0
22099,726.0
16259,101340.0
18170,107109.0
44669,26.0
7820,148.0
59023,19122.0
53865,90.0
22102,836.0
15008,5421.0
47059,26.0
9415,23528.0
48428,5.0
33651,9137.0
32747,78499.0
25143,483844.0
8798,986.0
11741,11.0
55625,81782.0
54956,5123.0
37687,58717.0
15619,111900.0
25816,63483.0
8933,125.0
41335,92.0
18361,27.0
43563,2.0
49809,244683.0
16206,91072.0
10336,4855.0
30552,1676.0
34928,63275.0
24204,9351109.0
33758,4.0
2654,7265.0
43246,4.0
21818,3275.0
56665,2313.0
55746,2.0
27897,336.0
1137,1098.0
12974,2016.0
11596,658456.0
510,10860.0
10129,3.0
50779,314.0
56003,676455.0
9243,6585.0
57369,27.0
33607,3776.0
37389,40529.0
30666,393.0
55026,18406.0
30203,1943.0
36725,749.0
4839,27730.0
37657,51013.0
55057,33360.0
21446,12.0
18013,4532.0
21224,23.0
45303,698.0
30226,2058.0
33910,6027.0
28039,36157.0
6189,128.0
44971,57.0
7432,3456652.0
11920,563.0
47720,581.0
9228,3529.0
21845,4960.0
24240,10323965.0
37924,1499.0
18185,115360.0
21140,146020.0
44063,2200.0
14456,14930.0
37117,13897.0
6929,94944.0
47967,124921.0
33298,3368.0
9732,194362.0
46640,34685.0
42595,1365645.0
1919,1554.0
43713,646929.0
52619,480.0
50886,4965.0
55501,21831.0
31912,771.0
42800,66396.0
1949,5208.0
40551,17606.0
30540,1595.0
48482,1711.0
55740,227702.0
44134,5052.0
43372,30175.0
32126,17714.0
32017,15757.0
2365,40593.0
44197,7743.0
12314,314.0
21175,15.0
43339,20103.0
11698,1456599.0
57883,328.0
22725,1320.0
27452,23998.0
33615,4737.0
2377,42792.0
15141,16.0
25653,24698.0
24278,1155.0
58867,3326.0
14551,9721.0
1903,158.0
22597,4874.0
47433,18778.0
48802,32683.0
12294,9.0
50134,1028.0
3060,26590.0
20243,145184.0
56509,702.0
16672,47355.0
15531,35148.0
56152,20030.0
582,32196.0
21071,46892.0
46592,30657.0
11471,7668.0
7035,40.0
46094,363155.0
34728,199.0
34948,76777.0
49906,682267.0
47843,2566.0
10327,4845.0
40391,30.0
21101,113185.0
26997,16472.0
48503,2658.0
49419,58.0
19154,1460543.0
38969,56604.0
46096,363377.0
44654,25.0
16065,3.0
6163,87.0
45235,476.0
9471,2.0
12511,89223.0
33529,686.0
26783,8132.0
13584,735.0
34319,453.0
16569,28201.0
57466,165.0
18740,8225.0
20446,682624.0
43625,4149.0
1652,25.0
54370,24542.0
1415,1344.0
17198,452.0
50430,1164.0
46493,10496.0
10355,4866.0
41011,1.0
47633,58143.0
7614,136.0
4327,321615.0
15021,5459.0
8776,761.0
42244,436345.0
31887,158.0
31749,10244.0
40438,343.0
21183,21.0
54689,345678.0
58273,11830651.0
33333,4093.0
6630,152064.0
23764,2100.0
35886,22379.0
47290,2420.0
29348,39.0
16788,2001.0
6805,13138.0
13546,2.0
41881,948081.0
13176,78978.0
13470,6801.0
49222,14366.0
12846,20813.0
14246,1731.0
59005,17898.0
47904,15726.0
35224,192.0
25207,1083023.0
58477,1.0
47329,2864.0
10523,858.0
14669,17204.0
15295,24.0
57418,27.0
43858,2071858.0
55005,13099.0
46835,11.0
47974,142133.0
2552,15.0
39743,12.0
25714,25869.0
15932,129892.0
34433,5014.0
25102,367796.0
20221,57695.0
22829,8384.0
47815,1893.0
41684,61847.0
26666,659.0
40731,2974.0
12877,21513.0
50944,5322.0
9032,275.0
46919,139.0
34579,634023.0
20927,3112.0
36295,28.0
42751,50868.0
27209,207007.0
4295,242102.0
33370,6574.0
12300,27.0
3259,1804.0
48792,19137.0
55058,33563.0
32499,3793.0
21424,127.0
10360,4879.0
49341,33824.0
31403,3664.0
19659,112.0
26909,218.0
57860,288.0
17182,398.0
17300,79.0
14167,759635.0
52792,509.0
21795,1537.0
20312,194458.0
53622,452.0
13476,7184.0
6107,24.0
54231,1046.0
16427,587.0
52783,509.0
15250,18.0
21353,27.0
58777,70.0
47416,5050.0
50665,23316.0
44513,2.0
34875,32484.0
43371,29620.0
52342,3563.0
32356,5934.0
38311,3902.0
33642,8034.0
6877,32845.0
58184,1569522.0
51127,58918.0
1626,24.0
32875,1942.0
15957,153289.0
46274,12446.0
33744,4.0
29410,124.0
36587,62.0
18886,6.0
44610,19.0
3536,24.0
15701,160386.0
5193,57092.0
17563,12497.0
1018,743.0
56976,63124.0
18727,7906.0
22185,1981.0
52451,9088.0
2400,46119.0
39713,45455.0
4646,189.0
16484,6736.0
43989,370.0
44291,15.0
26651,596.0
21809,2473.0
33717,1.0
29072,79429.0
910,78025.0
27567,380.0
5002,92823.0
5674,5335.0
24908,721.0
43027,82077.0
21988,12484.0
30866,98913.0
15003,5416.0
52061,439.0
11419,9.0
32274,4988.0
12239,5632.0
57795,30.0
22082,50.0
16705,18.0
50466,7220.0
16558,26928.0
32009,15269.0
40985,214038.0
45464,1789.0
54008,930.0
24785,721.0
7254,16768.0
29454,896.0
38428,5838.0
48108,1513.0
30669,454.0
4359,371631.0
24563,797723.0
48035,1059.0
44498,32.0
33826,8.0
39617,12769.0
21612,75644.0
54043,4312.0
45988,329754.0
52634,509.0
26483,525782.0
1816,130.0
14497,264.0
31969,9690.0
56072,2155996.0
44651,25.0
48865,511485.0
58196,2569825.0
30763,24936.0
36234,381188.0
56102,6.0
29323,24.0
39161,1586.0
27195,169429.0
37888,1283.0
26415,254636.0
5239,62210.0
24673,721.0
35272,454.0
21516,4607.0
43139,126943.0
44132,5012.0
40159,85264.0
41722,232992.0
49027,1246643.0
27018,17439.0
25230,1237474.0
31194,2329.0
34185,341.0
15186,18.0
43714,653479.0
44159,5507.0
10858,282043.0
21282,24.0
36845,121886.0
21740,142064.0
48025,684.0
50226,2918.0
39328,25473.0
24028,226713.0
12521,100616.0
43118,122214.0
8437,2477.0
14610,12994.0
47747,1413.0
47343,24.0
16479,5517.0
22075,43.0
2611,6694.0
24795,721.0
29802,1114.0
36923,16.0
45440,1190.0
23804,3267.0
27676,71838.0
49555,2642.0
43417,77544.0
27109,75914.0
5703,10370.0
24509,463007.0
10164,16.0
55089,3.0
23126,58810.0
58738,2104.0
8851,7.0
50734,10.0
31736,8709.0
4791,94.0
54396,61906.0
26490,709335.0
58801,654.0
24469,307120.0
319,53332.0
9432,24752.0
47760,1494.0
10567,939.0
27913,672.0
5913,2280.0
56267,3361729.0
47020,205.0
7232,13014.0
30216,1967.0
54393,58029.0
42746,49955.0
9004,273.0
10170,72.0
5790,130.0
32599,8734.0
16997,15.0
59121,237.0
50296,9791.0
20738,47690.0
5806,261.0
6158,84.0
1860,153.0
56216,1631496.0
41366,415.0
5430,2.0
10302,4747.0
48886,609773.0
47122,1298.0
45886,112288.0
19043,211824.0
23880,5683.0
53860,66.0
51534,46704.0
18643,6826.0
3464,89898.0
50018,2137220.0
55896,285216.0
59074,25.0
30868,99935.0
12529,108866.0
40642,66186.0
38893,27110.0
49806,243928.0
7043,60.0
34293,395.0
13864,31.0
23259,125557.0
43978,314.0
27268,372.0
51910,7797.0
6057,5.0
36724,643.0
7210,10258.0
23402,4333.0
28467,54560.0
51044,4359.0
22072,38.0
12468,39699.0
10184,301.0
46095,363259.0
51,785.0
13782,4366.0
42691,32500.0
6718,2117.0
37097,13030.0
58257,8933824.0
47878,5453.0
7147,2921.0
10537,872.0
44045,1821.0
10510,844.0
7444,3908272.0
28208,790.0
50497,10527.0
8554,15.0
10220,2686.0
53661,720.0
13454,6035.0
3823,23.0
51783,627.0
38108,2005.0
23446,6257.0
48894,627041.0
51258,124355.0
31269,1436.0
7971,2460.0
49926,888968.0
15447,2620.0
3869,1040.0
49150,11142.0
26519,1601554.0
46622,32999.0
35361,12.0
21827,3886.0
29069,78911.0
20796,53954.0
31323,1818.0
8484,4449.0
45480,2176.0
21034,17707.0
43952,176.0
6050,3.0
40934,133598.0
42471,70824.0
32670,10576.0
14298,7971.0
25544,586503.0
9705,144053.0
10265,4618.0
58323,24189690.0
40404,59.0
20598,9638.0
30898,28.0
45516,4.0
10564,936.0
3598,102.0
13410,4032.0
55281,189488.0
38164,2222.0
6200,156.0
54257,1125.0
15595,98776.0
44070,2717.0
2999,17654.0
4746,371.0
54846,317.0
41300,799.0
9552,34356.0
56045,1578429.0
31127,631.0
15765,4965.0
38459,6097.0
28020,32803.0
58868,3386.0
57628,62655.0
20725,47030.0
3017,19270.0
7631,138.0
46395,17559.0
24882,721.0
36843,120546.0
16360,130126.0
42432,44416.0
57996,1069.0
6487,80153.0
43075,111322.0
12961,1600.0
45210,223.0
58915,12776.0
46481,9557.0
36263,445439.0
2419,52496.0
53532,51.0
14713,33304.0
1485,6680.0
59033,21230.0
24036,308993.0
27974,9448.0
5988,3055.0
4267,165618.0
23052,9178.0
17059,39.0
59176,2879.0
16407,159.0
32844,790.0
16924,5104.0
35814,4558.0
2036,196543.0
3065,27969.0
30048,2.0
21781,477.0
53990,194.0
23482,33114.0
39143,1225.0
40639,63031.0
55228,72609.0
54403,71569.0
39695,38073.0
1041,762.0
25568,1.0
56430,18516606.0
25989,17300.0
16498,10645.0
39759,48.0
37018,4154.0
40318,346476.0
41190,516.0
34269,366.0
36621,184.0
5813,388.0
57693,98665.0
54904,1103.0
40412,161.0
15367,85.0
43663,221344.0
56073,2195144.0
29090,82138.0
56275,3895883.0
36366,762.0
42039,11618.0
31159,1378.0
34248,355.0
51020,146.0
7410,2483191.0
15536,39588.0
57633,66656.0
16078,196.0
39046,67960.0
32849,982.0
