,total_cases
34043,8863.0
17798,5282.0
57828,258.0
28065,40620.0
12166,4928.0
17056,39.0
34717,23.0
55328,483153.0
50068,18.0
45698,933.0
8992,243.0
38786,3.0
27145,93895.0
45808,767.0
2634,7068.0
8336,1065.0
4022,58839.0
15756,2240.0
49948,1259366.0
21530,8982.0
54055,4963.0
1050,764.0
51432,30874.0
31374,2564.0
50318,19280.0
36407,2029.0
33274,3024.0
26088,142190.0
14684,20327.0
16942,5156.0
13333,2262.0
14813,3.0
31002,82.0
53250,1.0
17614,1.0
44286,15.0
13555,49.0
22830,8429.0
19448,8884.0
544,15955.0
16443,1640.0
50095,198.0
1887,1.0
43260,260.0
31494,109429.0
10010,5412.0
27141,92044.0
48873,563598.0
38666,1200.0
52731,509.0
38657,1194.0
54048,4570.0
25839,71699.0
48852,373628.0
38822,873.0
9502,14.0
43438,102386.0
13135,17401.0
2477,135967.0
43915,8.0
8338,1070.0
4821,11289.0
46438,222.0
9080,291.0
32420,7611.0
46221,6459.0
57962,1016.0
19024,201598.0
4115,89143.0
31576,3711.0
6051,3.0
25158,550757.0
34769,4605.0
12142,3831.0
11774,197.0
19784,3726.0
18050,15200.0
8086,18819.0
41033,2.0
36280,8.0
48863,493183.0
32571,8515.0
43379,34226.0
27100,71467.0
33863,883.0
55008,13852.0
26859,12827.0
48027,756.0
32390,6051.0
5210,59569.0
17751,2909.0
32253,3453.0
13616,917.0
32884,2137.0
50378,2.0
12077,728.0
38270,2519.0
54662,302867.0
13158,37208.0
22166,1902.0
25724,26253.0
9507,33.0
56336,6805730.0
56106,11.0
29633,5679.0
25935,10249.0
18206,124264.0
16587,30196.0
19297,1728.0
33090,14109.0
52972,2922.0
48658,4382.0
5720,11266.0
10373,4911.0
35375,17.0
24732,721.0
10328,4852.0
34303,419.0
31948,3250.0
25704,25683.0
29519,1141.0
38829,1728.0
55175,28479.0
57336,12.0
28443,48905.0
55705,175276.0
284,46837.0
27039,19848.0
35355,10.0
37590,40769.0
45497,2628.0
34132,332.0
7590,75.0
19318,3463.0
41016,1.0
22900,9208.0
21571,42192.0
44144,5155.0
52795,509.0
12195,5118.0
19425,8728.0
22732,2640.0
55182,33209.0
53093,3402.0
53772,2331.0
10645,1410.0
23422,4653.0
47440,23822.0
57661,86636.0
38561,1036.0
11030,585546.0
29572,1393.0
51651,474764.0
55982,418889.0
40019,124329.0
20563,2169.0
37967,1528.0
7085,686.0
3413,40309.0
5456,18.0
52212,517.0
13482,7429.0
40266,305031.0
47796,1588.0
3532,14.0
39982,114434.0
49781,232555.0
35078,94.0
30000,139135.0
51768,394.0
48323,3.0
36555,18485.0
51521,42014.0
47255,2365.0
13607,892.0
58027,1172.0
33587,2776.0
45157,2.0
46972,157.0
31146,1112.0
25072,296273.0
38620,1167.0
18749,8580.0
52248,578.0
43982,327.0
53466,30.0
15475,9376.0
55943,320343.0
51107,39309.0
43117,121975.0
49125,10738.0
57865,324.0
14897,4539.0
22585,4324.0
20122,164976.0
49461,1813.0
38246,1118.0
53867,98.0
8319,987.0
51623,368695.0
18186,115782.0
1862,153.0
53443,29.0
53820,3350.0
21694,118722.0
58349,31358408.0
43433,95897.0
26012,22648.0
39604,11296.0
37667,51955.0
18189,117242.0
31871,121.0
31189,2224.0
51564,64436.0
40174,165062.0
13137,17797.0
29044,70366.0
31902,405.0
29543,1238.0
40362,465070.0
15834,48490.0
13339,2312.0
18085,53304.0
2700,13595.0
50049,1.0
38633,1176.0
50577,13653.0
32059,16968.0
9112,331.0
3695,2721.0
32693,19627.0
40053,130070.0
3963,34078.0
37022,4912.0
7587,54.0
31339,1908.0
7124,1724.0
35118,99.0
56368,8425697.0
1228,6428.0
34821,16250.0
23643,1797.0
44883,17.0
51536,47436.0
10739,10.0
964,1.0
13913,7404.0
30845,87097.0
22129,1389.0
7839,149.0
45485,2231.0
1581,1.0
32846,897.0
33375,7090.0
31696,7775.0
10953,470179.0
2566,128.0
22586,4393.0
14272,4837.0
20303,189817.0
38491,529.0
55162,21905.0
29070,79254.0
2183,1578267.0
54171,75.0
55559,54854.0
6886,40893.0
9570,64694.0
44747,105.0
16763,1306.0
41389,884.0
50241,3115.0
55017,16020.0
21487,599.0
41544,62050.0
33951,7075.0
6635,155594.0
15770,7603.0
49825,250545.0
7488,5140863.0
58772,48.0
21997,12713.0
10833,160351.0
21306,24.0
32988,10291.0
53851,7.0
4125,90817.0
32149,12.0
2788,27405.0
28436,46580.0
31404,3744.0
35508,298.0
49652,3455.0
57798,39.0
48161,2272.0
36858,130049.0
23268,4.0
18204,123388.0
52239,555.0
43611,253.0
31712,6974.0
46618,32757.0
41527,50344.0
55805,38815.0
54435,109104.0
32691,18129.0
51722,106.0
14415,11450.0
36507,14094.0
23363,4027.0
33571,2014.0
11423,57.0
58226,5115401.0
31979,12526.0
9933,1542.0
49645,3228.0
58568,1654.0
42416,38190.0
35204,154.0
49641,3206.0
2583,3640.0
32794,13.0
25617,15251.0
12951,1011.0
18113,74584.0
3971,37637.0
2559,52.0
6180,105.0
20826,9.0
33983,7517.0
34904,46336.0
46010,339615.0
2684,8886.0
24172,7946429.0
38297,3439.0
41161,347.0
29730,77.0
12410,4311.0
35465,230.0
13218,203962.0
37807,566628.0
55557,54050.0
9456,26848.0
53986,169.0
27943,2989.0
46987,163.0
24324,15438.0
31102,139.0
9509,49.0
46583,29233.0
24751,721.0
57350,19.0
14638,13868.0
47106,909.0
44004,612.0
26823,10488.0
53458,30.0
54025,2391.0
33825,7.0
47546,56435.0
33014,11532.0
10687,1708.0
26507,1272352.0
22474,315.0
36823,98047.0
12891,21942.0
5521,23.0
29157,19.0
5973,2916.0
44636,23.0
22623,5879.0
38301,3672.0
38594,1124.0
22887,9127.0
7426,3224876.0
2976,16843.0
24043,395048.0
12842,20765.0
54934,2362.0
32206,438.0
27982,12750.0
21310,24.0
41908,989457.0
48824,101590.0
44640,23.0
13271,766.0
49064,977.0
43828,1471000.0
11233,85418.0
34824,16898.0
39676,28434.0
12268,6571.0
32078,17223.0
47483,42432.0
29833,1644.0
33801,6.0
24150,6623815.0
31477,62515.0
1642,25.0
3686,2217.0
291,48116.0
55259,126279.0
31986,13522.0
16415,250.0
26395,246776.0
51753,242.0
56383,9830068.0
45112,122.0
26561,2289021.0
5778,242.0
15237,18.0
36722,580.0
35350,6.0
25899,15.0
20687,44777.0
13292,1685.0
22711,273.0
42343,13105.0
11932,596.0
22262,2403.0
43841,1699695.0
59081,31.0
33820,7.0
41211,549.0
44093,4565.0
54062,5194.0
30571,1779.0
49077,7478.0
48159,2249.0
41154,287.0
9906,657.0
31474,60193.0
52499,11054.0
39917,84509.0
12170,4934.0
55293,236329.0
5605,1536.0
33544,1089.0
4739,327.0
4286,221178.0
22584,4245.0
37144,18714.0
16088,576.0
55369,991700.0
31612,4018.0
42920,3.0
44161,5572.0
49656,3511.0
26941,2001.0
31974,11273.0
30139,1015.0
7202,9594.0
40636,60784.0
54707,384509.0
21086,85261.0
21878,6806.0
53714,1443.0
18408,32.0
36349,424.0
50232,2984.0
26965,12469.0
12209,5253.0
36426,3395.0
45061,77.0
32956,7578.0
14893,4441.0
38166,2228.0
53600,199.0
6609,144994.0
57261,12.0
38107,2001.0
571,25294.0
37675,53424.0
20846,743.0
34614,817503.0
51671,16.0
16615,35145.0
42087,37514.0
42706,37036.0
9514,108.0
51022,225.0
12583,161942.0
17365,1774.0
49119,10674.0
19039,209419.0
47949,96241.0
41103,9.0
25030,192439.0
43653,114431.0
28387,17943.0
24498,418375.0
54798,53.0
36706,360.0
20362,225007.0
30144,1051.0
809,38583.0
714,6253.0
20247,153129.0
12295,9.0
35019,150138.0
23124,56649.0
51811,2143.0
12530,109971.0
23612,1086.0
39303,17629.0
19152,1379294.0
5164,45325.0
2221,136.0
6538,131453.0
57427,27.0
54316,1903.0
57954,951.0
37557,12667.0
41946,3.0
58010,1107.0
37082,12326.0
21936,10286.0
51922,8911.0
37047,9818.0
27762,143814.0
11891,495.0
33438,448.0
58287,14943853.0
19417,8696.0
55604,68020.0
37053,10377.0
5589,1007.0
54540,153548.0
6632,153590.0
10933,436433.0
52288,763.0
25985,16963.0
25508,521542.0
48697,4690.0
33162,1315.0
24806,721.0
37747,155465.0
28727,132478.0
3101,52057.0
21901,8343.0
19146,1131550.0
35215,165.0
21481,430.0
40989,226660.0
56975,62809.0
32892,2283.0
42494,89962.0
58644,2049.0
26769,6704.0
52365,5399.0
5725,1.0
49837,257494.0
2704,15303.0
41441,3629.0
30785,40292.0
45103,108.0
31051,98.0
24480,353461.0
14535,7268.0
57583,19443.0
55959,339415.0
1705,76.0
43955,207.0
27506,231237.0
21780,438.0
56310,5772490.0
5678,5647.0
36521,15467.0
7322,92202.0
33845,81.0
9212,2077.0
15693,153585.0
18026,5846.0
43207,140961.0
55889,281038.0
30589,1.0
46639,34517.0
27792,158036.0
39467,7191.0
22405,94.0
57113,1.0
22844,8668.0
18308,18.0
44612,19.0
50972,6210.0
40608,46100.0
54367,22230.0
32716,41181.0
34009,7700.0
41937,1.0
42901,394573.0
40306,331108.0
48063,1445.0
28334,13713.0
50340,32135.0
14251,2297.0
6120,48.0
14003,15212.0
18290,18.0
14833,298.0
42912,456533.0
16683,1.0
26921,585.0
9904,585.0
2500,156142.0
4509,82.0
47208,2109.0
48607,3588.0
53559,36.0
3668,1089.0
24019,150793.0
43325,17712.0
13790,5987.0
5985,3015.0
29060,76391.0
51272,177355.0
36696,353.0
51817,2563.0
6517,117267.0
50750,11.0
54444,120687.0
47236,2306.0
36184,173632.0
26545,2038759.0
14525,5266.0
8696,508.0
13981,12319.0
57563,9465.0
30130,884.0
53706,1326.0
34734,505.0
48045,1304.0
51238,98451.0
30397,926.0
56628,1669.0
9926,1267.0
57639,71940.0
45680,911.0
9805,554153.0
35736,324.0
7286,2985.0
27428,3852.0
26644,581.0
56020,1038054.0
12850,20855.0
53833,3633.0
55200,48628.0
48698,4690.0
5406,632321.0
20379,247411.0
16318,110319.0
58694,2137.0
17305,258.0
30016,165933.0
14864,1284.0
12806,19641.0
44793,287.0
27774,147297.0
36419,2855.0
9542,19141.0
34331,494.0
7662,141.0
10462,33.0
40783,14095.0
19776,3702.0
14822,40.0
40016,123908.0
29907,20426.0
28898,6261.0
22546,2725.0
19668,326.0
19078,258644.0
37849,1.0
3658,679.0
47238,2309.0
50196,2730.0
21117,131072.0
14155,660461.0
18936,37692.0
36652,262.0
50712,10.0
13730,1514.0
44275,15.0
48757,2605.0
35555,315.0
2991,17323.0
31535,59.0
50615,14155.0
49351,39432.0
14465,16472.0
17977,306.0
21853,5342.0
45341,699.0
53537,1.0
16303,107209.0
36049,8071.0
54508,86306.0
54223,1032.0
30956,82.0
55880,272857.0
1947,4887.0
30034,222391.0
15933,131146.0
39526,8726.0
23810,3757.0
13887,3308.0
24158,7175880.0
42334,10169.0
17670,202.0
17410,1989.0
14247,1835.0
12860,21126.0
36488,11895.0
41940,2.0
33829,8.0
2535,15.0
39927,86380.0
54817,81.0
29785,784.0
32803,17.0
18114,75368.0
13133,16827.0
19564,9.0
50746,11.0
57700,101215.0
58325,24757324.0
27770,145966.0
41582,87920.0
25573,18.0
36478,10392.0
43643,52763.0
25960,16149.0
3152,275661.0
52947,1771.0
13899,5991.0
39824,7257.0
33208,2467.0
40474,457.0
37046,9719.0
33117,171.0
57330,12.0
36911,16.0
5731,2.0
5461,18.0
26970,13860.0
4323,312996.0
27903,396.0
42778,56274.0
45194,62.0
48017,341.0
2870,28595.0
35331,917.0
52941,1045.0
22416,125.0
10605,1083.0
14262,3764.0
12756,16715.0
502,9728.0
25276,547.0
23083,30867.0
30396,917.0
22744,4547.0
56496,606.0
47876,5066.0
47084,338.0
46901,136.0
14059,48306.0
34907,47446.0
42247,441399.0
37993,1556.0
37948,1504.0
10291,4700.0
24501,429574.0
46139,226.0
41646,1065.0
54961,6287.0
24844,721.0
22622,5839.0
54311,1697.0
47087,447.0
5723,11366.0
24110,3224547.0
47243,2330.0
599,44436.0
32976,9568.0
18535,1.0
11276,89895.0
10330,4853.0
58995,17535.0
8232,414.0
4147,3.0
33877,2621.0
53188,3977.0
2703,14935.0
27276,407.0
16471,4200.0
31850,43.0
35251,255.0
51085,26846.0
47827,2089.0
26690,763.0
30173,1558.0
14338,9757.0
41572,79517.0
51627,384557.0
3993,45726.0
21077,60570.0
10117,12237.0
19654,64.0
36840,117946.0
13499,8173.0
52011,77.0
53704,1295.0
15543,47671.0
12129,3546.0
32989,10354.0
57746,116983.0
10641,1379.0
26765,6170.0
44649,24.0
6586,142561.0
53592,126.0
27574,727.0
33668,10980.0
40192,234509.0
52719,509.0
25390,97159.0
12992,2213.0
50715,10.0
56330,6552892.0
22121,1339.0
38199,10.0
12778,18067.0
53533,1.0
37090,12729.0
46293,14014.0
24302,7135.0
29408,86.0
41947,3.0
51071,18863.0
28780,150869.0
45577,693.0
40163,103671.0
3139,203956.0
25642,23827.0
37980,1544.0
24592,705.0
27572,662.0
52576,6.0
7907,218.0
45324,699.0
30253,2307.0
9939,1722.0
52908,35.0
27152,98146.0
33379,7260.0
40556,19213.0
22285,2419.0
1265,8117.0
27204,193753.0
56395,11622349.0
8137,78976.0
11829,399.0
45133,2.0
2316,21006.0
43549,636201.0
40913,119666.0
18059,20900.0
30327,141.0
19351,6121.0
41761,375961.0
49410,6.0
47131,1427.0
31490,96452.0
30107,359.0
9593,90909.0
12332,642.0
14698,27111.0
34939,71089.0
3794,7725.0
57110,1.0
23898,5890.0
16888,5062.0
5025,116699.0
16643,40345.0
46441,384.0
47463,36405.0
45163,2.0
29832,1622.0
47839,2368.0
29985,117517.0
38322,4311.0
50553,13437.0
39714,45931.0
51392,28496.0
27700,115615.0
26055,81727.0
45620,874.0
37995,1556.0
55410,8.0
25545,587676.0
4554,97.0
47900,13139.0
45514,4.0
23062,15366.0
41730,260810.0
47931,66772.0
22183,1981.0
7300,18092.0
37413,70614.0
49130,10780.0
15941,139534.0
7636,138.0
38470,2.0
41820,768895.0
41322,18.0
35180,125.0
49779,231606.0
24541,636154.0
6488,81846.0
9151,391.0
48104,1496.0
30587,1.0
14464,16282.0
25406,140603.0
43092,116224.0
48110,1520.0
13425,4803.0
39016,63036.0
52383,6364.0
32118,17633.0
26209,477357.0
32827,86.0
59244,7898.0
6290,382.0
52311,834.0
9355,20598.0
7391,1755779.0
57959,1007.0
51903,7225.0
11557,267385.0
28299,7846.0
35770,1287.0
45478,2107.0
24448,221523.0
4163,39.0
48095,1484.0
43402,59273.0
2170,1498160.0
56188,950100.0
42086,36438.0
59326,12963.0
20578,5735.0
7071,399.0
6035,1.0
21426,127.0
50054,1.0
29698,42497.0
47183,1961.0
15685,146680.0
50929,5282.0
27870,38.0
35526,311.0
43796,1105048.0
41543,61290.0
28015,31441.0
52522,11971.0
7316,59324.0
12032,220.0
51977,18.0
58084,1421.0
2422,53755.0
4388,414164.0
35951,52819.0
42574,1182864.0
58895,9839.0
40844,67453.0
41885,952439.0
421,1464.0
59301,10129.0
3595,102.0
2694,11441.0
29668,19993.0
27786,153547.0
12238,5632.0
31342,1947.0
59273,8410.0
36690,348.0
7595,104.0
937,96069.0
21079,66637.0
5578,605.0
33592,2958.0
32575,8572.0
21668,106320.0
30460,1313.0
25336,5457.0
2045,253868.0
26686,758.0
47901,13492.0
23746,1968.0
27419,2478.0
19525,9605.0
5804,244.0
32850,1031.0
24601,706.0
58965,16200.0
54175,197.0
53071,3320.0
39471,7499.0
38979,58198.0
15740,28.0
21943,10512.0
1946,4783.0
26888,23.0
30110,419.0
52206,513.0
38708,1307.0
41380,788.0
34973,104140.0
40534,12297.0
34257,356.0
26378,243061.0
41729,257447.0
44998,62.0
58863,1895.0
36474,9844.0
48682,4579.0
2424,55087.0
2131,1205928.0
40086,875.0
39292,16088.0
52847,509.0
10711,2005.0
30124,742.0
15212,18.0
37572,28316.0
46993,166.0
7012,24.0
50421,442.0
34848,22828.0
34934,67302.0
52027,339.0
47820,1951.0
503,9844.0
21483,500.0
19579,12.0
7988,3266.0
12810,19793.0
15201,18.0
39446,4641.0
56643,1917.0
24641,721.0
41024,1.0
8300,894.0
5338,202151.0
6386,703.0
2099,790818.0
51576,103653.0
15272,20.0
11866,467.0
52145,467.0
58411,58783764.0
43875,2518551.0
27351,1133.0
54772,2307581.0
33028,12009.0
47887,6756.0
20970,4193.0
41399,1090.0
2082,589012.0
11842,417.0
26272,92472.0
12717,9702.0
19124,631380.0
20371,237583.0
25609,8928.0
45219,266.0
19565,9.0
51099,34381.0
51416,30587.0
7914,399.0
55036,21898.0
37176,1.0
1020,745.0
23060,13943.0
8769,728.0
12167,4928.0
23081,29106.0
10094,11458.0
11027,578732.0
15175,16.0
58042,1252.0
21663,103902.0
34715,12.0
25836,70930.0
3365,34018.0
30172,1558.0
8390,1707.0
24409,118753.0
13764,2130.0
25759,30080.0
907,74862.0
14268,4515.0
48627,3864.0
36644,246.0
17744,2551.0
55294,240811.0
10298,4729.0
27677,73468.0
23226,111023.0
28875,2032.0
13622,935.0
50004,1893502.0
24721,721.0
47667,58495.0
27552,33.0
6214,233.0
54730,548244.0
16328,113381.0
28090,57093.0
41231,588.0
10300,4735.0
49878,412553.0
8342,1100.0
36991,1344.0
11311,90629.0
11428,196.0
32731,58847.0
39796,1905.0
42762,52825.0
33925,6444.0
30420,1186.0
52561,13300.0
57823,245.0
9322,18762.0
13157,36380.0
40559,20677.0
43597,13.0
51716,58.0
3816,7969.0
33095,4.0
31689,7458.0
37143,18437.0
47475,40818.0
53181,3913.0
13264,396.0
40932,132045.0
39497,8309.0
22236,2324.0
29288,23.0
28962,44135.0
41539,59043.0
14436,12470.0
23426,4768.0
19907,610.0
547,16774.0
48362,17.0
54978,9260.0
40380,504293.0
34749,2264.0
3468,102396.0
56671,2531.0
36233,379657.0
39196,3701.0
13194,131342.0
42629,6408.0
55496,18198.0
4793,152.0
33083,13867.0
14814,11.0
39128,555.0
9115,346.0
1915,1133.0
33218,2513.0
7260,2.0
5760,54.0
35976,170.0
56878,12997.0
47528,54797.0
18229,5.0
12811,19849.0
30993,82.0
28384,17422.0
19237,5.0
44536,14.0
42090,40336.0
1237,6955.0
36306,70.0
19320,3463.0
20263,171324.0
53154,3736.0
6547,135716.0
15014,5423.0
13891,4472.0
33485,640.0
8900,122.0
58527,632.0
556,19445.0
20380,248840.0
40193,237489.0
20377,244802.0
40407,98.0
33655,9609.0
47539,55938.0
7582,11.0
55120,3764.0
19191,2365043.0
48067,1454.0
8079,17891.0
53817,3295.0
27164,108394.0
48711,4726.0
13512,9267.0
21388,41.0
38950,53477.0
15533,37425.0
54922,1332.0
19749,3649.0
30311,59.0
50865,4625.0
36251,425864.0
20264,171879.0
26951,5614.0
28222,919.0
5440,4.0
39258,12357.0
34541,416179.0
24807,721.0
41238,597.0
3345,29633.0
50790,547.0
2769,27096.0
11227,85117.0
12011,60.0
8360,1238.0
8629,361.0
25399,121263.0
13416,4309.0
46353,15676.0
14778,120330.0
45315,699.0
55630,85595.0
43775,992402.0
30401,1010.0
11537,128638.0
54814,79.0
46164,1024.0
53423,27.0
35071,94.0
54064,5281.0
23826,4797.0
16551,26308.0
27003,16751.0
30596,11.0
18195,119951.0
43068,109597.0
13115,13533.0
56158,86613.0
59154,787.0
52052,429.0
58164,277361.0
1368,166.0
50598,13742.0
12655,1275.0
19144,1043448.0
32396,6070.0
25259,71.0
19887,348.0
16631,37884.0
24271,450.0
52194,500.0
13427,4933.0
8679,472.0
49344,35163.0
1374,197.0
48965,740254.0
28392,19328.0
11870,470.0
12155,3979.0
25460,358290.0
56807,2118.0
1872,159.0
53800,2946.0
23043,6155.0
33831,8.0
11282,90025.0
31560,3115.0
23234,114642.0
40808,30658.0
47780,1528.0
48378,17.0
46433,65.0
34105,244.0
35348,5.0
18132,89137.0
50920,5241.0
50893,5072.0
6228,261.0
23492,44816.0
51281,208295.0
15772,8225.0
12738,14733.0
11685,1343322.0
26238,155.0
55682,146735.0
22045,13845.0
24585,634.0
43959,249.0
11125,82361.0
27819,182657.0
32195,101.0
36920,16.0
31594,3904.0
42440,49515.0
761,13571.0
56868,9078.0
55795,9006.0
50540,13045.0
47005,184.0
55216,60767.0
48814,61927.0
4205,10929.0
9091,301.0
4198,6462.0
4479,60.0
30741,11281.0
9144,382.0
37267,59.0
50720,10.0
13987,12919.0
21645,94182.0
35834,7291.0
2005,67197.0
16217,94752.0
15316,33.0
24998,116635.0
38325,4311.0
49188,12757.0
32740,69095.0
38974,57437.0
17490,2875.0
49388,1.0
12568,147430.0
12554,133190.0
21459,47.0
33488,649.0
6393,1167.0
16477,5150.0
16879,5030.0
58139,79546.0
28941,41069.0
22857,8838.0
58237,6283740.0
54299,1468.0
22604,5154.0
8583,83.0
48034,1021.0
38609,1157.0
2332,30346.0
19070,237437.0
28577,34952.0
3423,41982.0
14284,6690.0
35749,378.0
38838,3912.0
53225,8966.0
15050,5655.0
1546,16188.0
25720,26065.0
40378,499517.0
2667,7461.0
27546,309846.0
33786,2.0
30451,1304.0
3608,103.0
9874,246.0
49524,2494.0
36377,987.0
52538,12588.0
52758,509.0
11503,35120.0
21910,9076.0
51758,279.0
8674,466.0
19046,213182.0
53454,30.0
34996,135207.0
5274,76191.0
15451,3286.0
24318,12776.0
601,46061.0
8214,64.0
50968,5978.0
39822,6370.0
2859,28381.0
39588,10197.0
16793,3071.0
41930,1026180.0
32194,101.0
16257,101009.0
3827,41.0
19734,3590.0
41955,3.0
11888,495.0
24520,511836.0
31939,2005.0
54921,1313.0
23523,152659.0
48929,682215.0
6508,109149.0
32227,1146.0
15569,80499.0
23808,3582.0
16090,656.0
52250,584.0
38940,49895.0
41410,1308.0
57011,71617.0
2790,27458.0
19139,910711.0
6309,436.0
617,55755.0
22972,68.0
41929,1026180.0
24002,62808.0
15684,146009.0
16605,33445.0
19374,7923.0
44186,6747.0
49371,58725.0
25775,33994.0
37915,1490.0
39475,7710.0
53038,3173.0
53300,24.0
21865,5969.0
48652,4301.0
32697,22957.0
45692,929.0
31830,46986.0
52703,509.0
24144,6145291.0
56748,20823.0
5474,18.0
7888,173.0
58944,15089.0
20311,194036.0
53956,130.0
15987,181104.0
39507,8440.0
29843,1855.0
56629,1679.0
6741,2535.0
58232,5704579.0
50381,2.0
16640,39718.0
40536,12770.0
19637,45.0
24698,721.0
27284,444.0
41889,962530.0
59045,1.0
22066,33.0
20521,23.0
12444,21070.0
53390,26.0
27134,88267.0
42889,353576.0
2862,28460.0
51586,182303.0
1649,25.0
57561,8803.0
9530,4682.0
55639,94190.0
13531,11687.0
19720,3504.0
32541,6941.0
13225,212007.0
46915,137.0
14954,5358.0
56220,1708342.0
8048,13893.0
43173,134433.0
10078,10761.0
36874,7.0
38959,55005.0
327,12.0
7332,169594.0
30370,410.0
14052,35401.0
17865,6362.0
48653,4301.0
33954,7126.0
25178,715068.0
44703,27.0
36162,115241.0
16856,4972.0
10920,413145.0
5372,550264.0
8267,773.0
8681,472.0
9300,17255.0
7228,12873.0
42777,55912.0
25106,375212.0
39684,33717.0
25324,3260.0
17882,6825.0
38899,30249.0
5937,2478.0
6323,576.0
17645,31.0
53323,24.0
32205,409.0
31181,2018.0
7405,2287475.0
35806,4174.0
46727,349238.0
16860,4990.0
57533,2879.0
41374,737.0
20432,437698.0
7536,6386787.0
48335,8.0
41421,2127.0
259,42297.0
10911,397665.0
14346,9994.0
16769,1306.0
721,7542.0
22812,8082.0
3537,28.0
3147,250333.0
55784,889.0
44552,15.0
49435,563.0
16719,84.0
2701,13950.0
54164,18.0
56668,2417.0
29018,57798.0
36100,20278.0
42523,299049.0
29487,1086.0
44790,279.0
13707,1351.0
3361,33647.0
24934,10075.0
12624,168.0
19061,227239.0
54790,45.0
10864,301019.0
14550,9605.0
30059,4.0
40051,129774.0
10811,44531.0
47608,57973.0
37369,24432.0
4588,108.0
18286,18.0
51918,8490.0
38007,1569.0
4941,70727.0
3671,1315.0
51825,3104.0
30475,1338.0
47069,93.0
40532,11837.0
4685,234.0
6505,106065.0
52277,718.0
49764,217466.0
36252,428193.0
56642,1904.0
29865,3750.0
27994,19913.0
47822,1976.0
23009,1055.0
10932,434748.0
55643,98801.0
38186,6.0
33428,399.0
45249,589.0
44109,4832.0
58039,1213.0
49256,21010.0
18336,26.0
14378,10631.0
26414,254235.0
29415,244.0
49985,1720056.0
8373,1352.0
50005,1910218.0
28194,387.0
19248,21.0
40709,137.0
13434,5310.0
36773,33488.0
55055,32399.0
20997,8381.0
45688,921.0
9971,3163.0
18734,8049.0
14185,18.0
55434,45.0
5156,36138.0
38254,1464.0
35229,205.0
28037,35793.0
57811,141.0
54456,140557.0
18697,7372.0
20387,258149.0
10507,836.0
35216,168.0
7404,2227514.0
6625,149149.0
14819,18.0
55845,211911.0
11194,84198.0
15148,16.0
18837,29572.0
45198,101.0
22406,94.0
36888,16.0
55051,30702.0
59201,5930.0
27451,22763.0
4843,31508.0
30123,742.0
6575,141484.0
23547,271200.0
49246,18265.0
37708,72128.0
21318,24.0
46405,18728.0
47235,2300.0
6634,154843.0
32669,10505.0
38109,2008.0
21169,14.0
13211,190235.0
27488,143678.0
3967,36004.0
17619,6.0
17799,5307.0
48267,69306.0
42804,69200.0
26620,478.0
42154,234570.0
24130,4930236.0
34348,508.0
37424,90814.0
7676,141.0
18720,7720.0
3877,1881.0
32859,1371.0
21990,12537.0
42466,67922.0
55939,315581.0
58685,2081.0
38334,4668.0
56810,2207.0
46445,741.0
11323,90925.0
10479,322.0
45448,1395.0
40082,454.0
47753,1457.0
11544,165169.0
29316,24.0
43743,832993.0
10701,1818.0
58452,84647530.0
13725,1502.0
8838,1.0
40012,122579.0
32689,16880.0
22453,215.0
41633,145.0
31847,26.0
4354,364987.0
25332,4469.0
53192,4026.0
54637,262507.0
5022,112870.0
23511,94916.0
32436,8.0
14512,1862.0
56708,4870.0
3302,9218.0
40755,7523.0
40911,118054.0
46452,1908.0
5848,1602.0
55924,302261.0
38293,3439.0
5339,213115.0
12540,118566.0
46363,15801.0
37714,76173.0
2751,26651.0
48264,65308.0
54221,1032.0
14062,53158.0
28063,39907.0
40063,4.0
13892,4587.0
44166,5750.0
11522,73572.0
44323,16.0
34117,325.0
3553,60.0
58310,20919298.0
13460,6305.0
43729,751612.0
18927,10970.0
13903,6433.0
9651,115789.0
27968,7577.0
27380,1191.0
31006,83.0
42271,474064.0
43337,19669.0
38152,2162.0
3274,2980.0
15288,24.0
49205,13612.0
35299,630.0
4814,6264.0
36675,326.0
6503,103019.0
51669,16.0
33033,12154.0
4433,499560.0
34535,378285.0
21355,27.0
48520,2944.0
16805,3071.0
22413,117.0
15640,121973.0
27513,253121.0
31583,3812.0
47407,1623.0
3301,8882.0
41768,407492.0
13722,1490.0
56294,5039258.0
45044,73.0
5202,58615.0
35404,42.0
3233,521.0
45262,654.0
34547,456100.0
50163,1947.0
24868,721.0
44970,57.0
57483,311.0
4909,66846.0
43635,18328.0
51453,31332.0
34786,7093.0
5505,19.0
1809,127.0
53603,263.0
42636,11730.0
41053,8.0
37728,94345.0
46117,24.0
48094,1479.0
53362,24.0
22635,6266.0
29080,80843.0
12911,23894.0
24586,691.0
12326,558.0
24325,16006.0
32476,238.0
47256,2366.0
49108,10423.0
5353,429229.0
7756,144.0
47706,204.0
5905,2242.0
18223,2.0
15309,31.0
48228,12416.0
27541,304071.0
40977,193007.0
254,41814.0
33360,5969.0
969,1.0
57487,329.0
33602,3374.0
14220,394.0
36369,839.0
16086,495.0
1355,86.0
40268,306304.0
12017,117.0
45346,699.0
9142,379.0
10341,4856.0
22307,2441.0
38695,1222.0
18404,32.0
18447,34.0
28057,38713.0
27011,17060.0
22788,7412.0
52442,8757.0
45011,64.0
34261,361.0
59208,6412.0
